postcode,shopcode,flydist,distance,duration
29620,56100,100426,123862,6451
29630,29200,56542,67654,2853
29630,56100,104975,155409,6720
29640,29200,57737,71435,3325
29640,56100,80516,103109,5615
29650,29200,63940,76621,2904
29650,56100,86353,108609,5513
29660,29200,47815,65264,2520
29660,56100,105687,153019,6388
29670,29200,45996,58177,2386
29670,56100,101007,145931,6253
29680,29200,47240,59172,2831
29680,56100,113648,157861,6750
29690,29200,50339,69396,3125
29690,56100,72992,96346,4509
29700,56100,60863,71130,2971
29700,29200,56774,85227,3606
29710,56100,71850,83383,3374
29710,29200,50387,86819,3580
29720,56100,68713,81527,3468
29720,29200,58726,94637,4098
29730,56100,64499,89624,3911
29740,56100,61818,87698,3722
29750,56100,58864,85847,3766
29760,56100,70173,92293,4020
29770,56100,96581,110777,4881
29780,56100,85080,97610,4173
29790,56100,85503,96704,4058
29800,29200,18090,22955,1368
29800,56100,97485,121273,4567
29810,29200,18497,22966,1626
29810,56100,122022,152236,6217
29820,29200,6382,7723,816
29820,56100,112084,139176,5480
29830,29200,17351,23638,1582
29830,56100,124994,152907,6173
29840,29200,22317,28058,1785
29840,56100,129118,157328,6376
29850,29200,2160,2478,288
29850,56100,108993,130583,4806
29860,29200,9109,11651,1009
29860,56100,112631,138520,5434
29870,29200,15600,18538,1254
29870,56100,121834,146736,5784
29880,29200,20152,26234,1612
29880,56100,121999,154432,6141
29890,29200,25817,36175,1938
29890,56100,120041,146718,6030
29900,56100,40188,47729,1943
29900,29200,72078,89927,3463
29900,35000,164373,194274,7027
29910,56100,33560,45510,2171
29910,29200,80183,103899,4241
29920,56100,28250,41011,2217
29920,29200,85102,107033,4429
29930,56100,29367,39551,1658
29930,29200,80640,98304,3766
29940,56100,45386,50121,2074
29940,29200,67276,86044,3514
29940,35000,168422,196666,7158
29950,56100,53503,64196,3012
29950,29200,64657,86551,3793
29970,56100,51234,60905,2970
29970,29200,56666,72931,3171
29980,56100,57310,82117,3492
29980,29200,67634,96214,4127
30000,30001,3922,5566,901
30000,34470,44482,54663,2747
30000,84140,42926,51629,3480
30000,13127,84930,104455,4277
30100,30001,41337,46393,2340
30100,34470,62193,92507,4011
30110,30001,53369,62752,3390
30110,34470,71383,108866,5061
30111,30001,17283,21285,1584
30111,34470,28414,44712,2120
30111,84140,59466,70682,4088
30114,30001,11426,16567,1433
30114,34470,32900,45783,2350
30114,84140,53617,66799,4037
30120,34470,52356,86448,4852
30121,30001,15718,26623,1185
30121,34470,27814,34525,1636
30121,84140,57450,74249,3670
30122,30001,61845,84068,5290
30124,30001,55585,75146,4513
30125,30001,58874,78924,4852
30126,84140,19427,24301,2114
30126,30001,35392,52724,2245
30126,34470,78725,96761,3867
30127,30001,12330,16685,1052
30127,34470,49019,70574,3037
30127,84140,35410,45554,3116
30127,13127,69408,86065,3457
30127,13420,107216,129838,5142
30128,30001,7276,9409,807
30128,34470,45833,59508,2619
30128,13127,74525,91211,3565
30128,84140,38424,54760,3569
30128,34500,106273,125047,4809
30129,30001,10429,16635,1137
30129,84140,32156,43259,2942
30129,34470,52372,69284,3029
30129,13127,73127,91962,3678
30130,84140,42089,59044,3246
30130,30001,51881,82699,3652
30131,84140,12758,18015,1548
30131,30001,38029,52325,1996
30131,13127,73104,93352,3608
30132,30001,3190,3990,460
30132,34470,43975,54352,2447
30132,84140,40779,54715,3250
30132,13127,78648,95017,3665
30133,84140,10341,14301,1530
30133,30001,34231,44966,2128
30133,13127,68756,89637,3590
30133,34470,77333,89003,3751
30140,30001,42639,51903,3070
30140,34470,55110,72459,4252
30150,84140,16538,23359,1973
30150,30001,40753,49391,2009
30150,34470,84191,93428,3631
30160,30001,58178,78040,4665
30170,30001,42628,50555,3317
30170,34470,42042,58845,3834
30190,30001,18231,23105,1375
30190,34470,50739,69219,3046
30190,84140,48235,59849,3934
30200,30001,44575,66002,3057
30200,84140,35645,41874,3119
30200,26000,90061,105163,4313
30210,30001,21515,35771,1542
30210,84140,26882,31285,2335
30210,34470,64640,79808,3164
30210,13127,80524,106622,4395
30220,34470,22925,26398,1759
30220,30001,30192,43991,2380
30220,34500,81479,99478,4468
30230,30001,5403,8531,670
30230,34470,47532,58893,2657
30230,84140,37253,48468,3306
30230,13127,76803,95374,3796
30240,34470,20067,28854,1892
30240,30001,37590,54175,2989
30240,34500,75710,101934,4602
30250,30001,21374,28473,1865
30250,34470,28804,38615,2099
30250,34500,84957,104153,4289
30260,30001,28394,33455,2211
30260,34470,34975,49123,2748
30260,84140,67878,82862,4722
30270,30001,51083,63338,3631
30290,30001,37730,55418,2539
30290,84140,25480,31290,2600
30290,34470,80421,99455,4161
30300,30001,17598,23802,1728
30300,84140,27843,39654,2935
30300,34470,56647,77690,3713
30310,30001,13674,16420,1111
30310,34470,29778,37641,1768
30310,84140,55156,66652,3716
30320,30001,10154,18237,1093
30320,34470,53523,62274,2715
30320,84140,33675,49406,3070
30320,13127,79715,112246,4276
30330,30001,35459,55537,2561
30330,84140,34621,44092,3049
30330,34470,76039,99574,4183
30340,30001,42501,52532,2764
30340,34470,67389,98646,4435
30350,30001,27578,34130,2309
30350,34470,46614,58242,3172
30350,84140,61533,83537,4820
30360,30001,30143,39560,2328
30360,34470,56516,85674,3999
30380,30001,38156,47598,2396
30380,34470,57488,70947,3945
30390,30001,26268,40518,1823
30390,84140,17123,25990,2109
30390,34470,69467,84555,3445
30390,13127,70901,101327,4169
30400,84140,9307,13129,1510
30400,30001,38734,52532,2510
30400,13127,69712,86612,3470
30400,34470,81953,102400,4095
30410,30001,53521,71418,4140
30420,30001,14620,17548,1469
30420,34470,30999,43213,2175
30420,84140,56769,66945,3973
30430,30001,50261,80004,4789
30440,34470,48946,72220,4074
30450,30001,69099,95013,5993
30460,30001,50398,68416,4345
30470,30001,20422,30322,1407
30470,34470,23983,38223,1857
30470,84140,60244,77947,3891
30480,30001,48100,58261,3316
30480,34470,64172,104375,4987
30490,30001,19286,26214,1698
30490,84140,23057,28482,2147
30490,34470,62241,72980,3362
30490,13127,71289,96509,3973
30500,30001,49020,68289,3792
30510,30001,9868,13611,1038
30510,34470,37712,50220,2812
30510,84140,46524,65556,3855
30520,30001,45765,52341,2804
30520,34470,66407,98455,4475
30530,30001,60135,71881,4014
30540,30001,5361,10046,741
30540,34470,38156,46644,2464
30540,84140,47441,56384,3367
30540,13127,84627,102882,4058
30560,30001,36722,43074,2272
30560,34470,59192,89188,3943
30570,34470,59904,94095,5514
30580,30001,35949,54415,3251
30580,84140,49957,63290,4235
30600,30001,20321,27976,1755
30600,34470,30159,45563,2278
30600,13127,78922,102628,4049
30610,30001,33844,42923,2701
30610,34470,41658,58596,3268
30610,84140,70836,92330,5212
30620,30001,8487,11325,821
30620,34470,35000,44125,2283
30620,84140,49980,61215,3592
30620,13127,84755,107803,4256
30630,30001,45312,81832,4314
30640,30001,13470,17966,1309
30640,34470,33749,48834,2571
30640,84140,50593,69912,4126
30650,84140,16325,17383,1595
30650,30001,31000,38318,1673
30650,34470,74441,82355,3295
30650,13127,74161,92719,3655
30660,30001,18982,23894,1038
30660,34470,24513,31795,1488
30660,84140,60531,71519,3523
30660,34500,84399,97334,3679
30670,30001,16663,26071,1260
30670,34470,26916,33972,1711
30670,84140,58429,73697,3745
30700,30001,23984,35816,2363
30700,84140,38959,46434,3343
30700,34470,62819,81705,4038
30720,30001,34104,41500,2304
30720,34470,53095,66774,3719
30730,30001,16379,18691,1444
30730,34470,39792,50537,2689
30730,84140,54952,68097,3955
30740,30001,19891,32879,1740
30740,34470,26262,40780,2191
30740,84140,58225,80505,4225
30750,34500,83301,114300,5441
30760,84140,50634,69004,3813
30770,34500,68556,111268,5088
30800,30001,17483,20054,1397
30800,34470,38976,55743,3048
30800,13127,71561,88914,3553
30800,84140,47182,60134,3786
30820,30001,8392,10692,1167
30820,34470,39099,51770,2765
30820,84140,49444,60089,3671
30840,30001,16586,22623,1523
30840,84140,25986,32239,2528
30840,34470,59804,69046,3084
30840,13127,73655,99121,4142
30870,30001,13079,15266,1653
30870,34470,35961,48511,2715
30870,84140,54195,64663,4156
30900,30001,3922,5566,901
30900,34470,44482,54663,2747
30900,84140,42926,51629,3480
30900,13127,84930,104455,4277
30920,30001,15004,18441,1292
30920,34470,28518,37778,1778
30920,84140,56119,67838,3796
30940,30001,66111,89466,5683
30960,30001,51097,63510,3425
30960,34470,75164,109624,5096
30980,30001,9751,12666,1165
30980,34470,35512,48339,2342
30980,84140,51808,62063,3668
31000,31124,7516,11168,898
31000,31200,7419,9755,1004
31000,11000,83507,91309,3359
31000,81990,67244,85847,3514
31000,34500,149377,188318,6503
31100,31124,7516,11168,898
31100,31200,7419,9755,1004
31100,11000,83507,91309,3359
31100,81990,67244,85847,3514
31100,34500,149377,188318,6503
31110,31124,107546,142320,6222
31120,31124,2677,4349,547
31120,31200,17100,22200,1263
31120,11000,81726,100025,3587
31120,81990,74937,98292,3773
31130,31200,11043,15086,1216
31130,31124,13073,21392,1316
31130,81990,60105,81483,3222
31130,11000,77462,90478,3316
31130,12850,120819,154136,6257
31140,31200,4807,6500,681
31140,31124,18581,24065,1594
31140,81990,60880,71655,3004
31140,11000,88159,99963,3757
31150,31200,5489,5745,448
31150,31124,19614,27092,1369
31150,81990,64775,86791,3214
31150,11000,92857,106403,3774
31160,31124,76919,89945,4009
31170,31124,7328,9863,973
31170,31200,11356,15616,1027
31170,81990,75065,91707,3537
31170,11000,89443,102957,3765
31180,31200,8934,11666,1173
31180,31124,19739,29070,1842
31180,81990,56244,66440,2622
31180,11000,83338,100852,3931
31190,31124,20615,28726,1626
31190,31200,34687,42915,2240
31190,11000,72041,88403,3733
31200,31124,7516,11168,898
31200,31200,7419,9755,1004
31200,11000,83507,91309,3359
31200,81990,67244,85847,3514
31200,34500,149377,188318,6503
31210,31124,81036,96610,3379
31210,64230,86048,102710,3597
31210,31200,91078,110798,3992
31220,31124,45358,51180,2056
31220,31200,58152,65369,2669
31220,11000,101561,143193,4994
31230,31124,49595,68510,3285
31230,31200,58003,78098,3822
31240,31200,6031,7710,880
31240,31124,15816,23890,1423
31240,81990,59804,72890,2748
31240,11000,83387,95672,3512
31240,12850,118788,145543,5783
31250,11000,37689,59721,2601
31250,31124,48962,59265,3202
31250,31200,52151,63998,3280
31250,81990,50204,62775,3507
31250,34500,102037,156730,5744
31260,31124,61846,70962,2679
31260,31200,74673,85151,3293
31260,64230,116198,136228,4702
31270,31124,5270,9028,849
31270,31200,15643,21325,1498
31270,11000,87326,101747,3875
31280,31200,15963,20026,1488
31280,31124,16764,26332,1589
31280,81990,56665,83760,3334
31280,11000,72639,95418,3588
31280,12850,118299,156413,6369
31290,31124,30206,42413,1986
31290,31200,38314,44993,2235
31290,11000,52341,62593,2435
31290,81990,64704,111390,4241
31300,31124,7516,11168,898
31300,31200,7419,9755,1004
31300,11000,83507,91309,3359
31300,81990,67244,85847,3514
31300,34500,149377,188318,6503
31310,31124,39037,52733,2391
31310,31200,53111,66921,3004
31310,11000,87843,144746,5329
31320,31124,6537,17404,1119
31320,31200,17601,24130,1469
31320,11000,75938,84593,3260
31320,81990,69757,88876,3530
31320,34500,144650,181601,6403
31330,31200,18030,27309,1934
31330,31124,28232,41194,2463
31330,81990,76006,93881,4399
31340,31200,21428,28408,1853
31340,31124,35562,47298,2587
31340,81990,52735,67374,3205
31340,11000,95999,123857,4772
31350,31124,65327,85818,3607
31360,31124,58535,65414,2630
31360,31200,70406,79602,3243
31360,64230,109926,134820,4726
31370,31124,28245,32755,1987
31370,31200,38486,46944,2600
31370,11000,101042,124769,4924
31380,31200,15185,23165,1317
31380,31124,26381,39311,1842
31380,81990,50115,63269,2405
31380,11000,83232,108398,3841
31390,31124,29362,33956,1452
31390,31200,42822,48145,2065
31390,11000,90120,125969,4389
31400,31124,7516,11168,898
31400,31200,7419,9755,1004
31400,11000,83507,91309,3359
31400,81990,67244,85847,3514
31400,34500,149377,188318,6503
31410,31124,21543,25570,1111
31410,31200,35308,39758,1725
31410,11000,86042,117583,4049
31420,31124,53559,68185,2927
31420,31200,64224,82373,3540
31420,64230,106463,152144,5504
31430,31124,38192,51813,2239
31430,31200,49598,66002,2852
31430,11000,103888,143827,5177
31440,31124,89621,126877,5572
31450,31124,16931,31967,1586
31450,31200,26329,34547,1834
31450,11000,65584,75060,2715
31450,81990,67008,100944,3841
31460,31200,32394,45757,2370
31460,31124,30231,43390,2579
31460,11000,56542,78207,3285
31460,81990,50838,78937,3902
31470,31124,19607,27000,1921
31470,31200,26608,35887,2078
31470,81990,91069,111979,4588
31480,31200,30464,41858,2457
31480,31124,36731,50377,2777
31480,81990,89966,108054,5121
31490,31200,16748,25890,1283
31490,31124,15406,29281,1382
31490,81990,81865,101981,3793
31500,31124,7516,11168,898
31500,31200,7419,9755,1004
31500,11000,83507,91309,3359
31500,81990,67244,85847,3514
31500,34500,149377,188318,6503
31510,31124,83572,104766,5546
31520,31124,6364,12576,1011
31520,31200,13976,19302,1361
31520,11000,77491,85723,3045
31520,81990,67255,84641,3232
31520,34500,144891,182731,6188
31530,31200,19897,30719,1739
31530,31124,24321,34111,1838
31530,81990,83317,106811,4250
31540,11000,45156,62421,2691
31540,31124,39431,50767,2766
31540,31200,43490,49140,2945
31540,81990,53143,67943,4064
31550,31124,28473,35245,2057
31550,31200,42045,49434,2670
31550,11000,65728,103735,3581
31550,81990,84756,125525,5181
31560,31124,29103,45959,2128
31560,31200,40632,48539,2376
31560,11000,57413,72380,2944
31560,81990,75687,114936,4383
31570,31124,21096,32382,1946
31570,31200,22545,26149,1978
31570,11000,66047,85632,3291
31570,81990,54686,79536,3648
31580,64230,81366,100456,3931
31590,31200,18546,24679,1317
31590,31124,23830,40826,1842
31590,81990,49301,72448,2987
31590,11000,73178,109912,3841
31600,31124,12604,15360,799
31600,31200,25213,29549,1413
31600,11000,87993,107373,3737
31620,31200,16412,24090,1417
31620,31124,30720,38333,1973
31620,81990,61922,79328,3409
31620,11000,99671,117645,4378
31650,31124,12130,21181,1314
31650,31200,15900,19565,1416
31650,11000,73186,83151,3347
31650,81990,62002,85962,3422
31650,12850,123796,158615,6457
31660,31200,19883,31199,1704
31660,31124,31896,47345,2228
31660,81990,46579,56241,2539
31660,11000,85618,116432,4228
31670,31124,9795,17371,1032
31670,31200,16030,20336,1315
31670,11000,74134,87297,3094
31670,81990,64728,86733,3322
31670,34500,141316,184306,6238
31700,31200,7773,16399,1016
31700,31124,15560,23703,1283
31700,81990,72410,92491,3526
31700,11000,94917,107652,3921
31750,31124,12335,20652,1170
31750,31200,19110,23617,1453
31750,11000,70958,78509,2904
31750,81990,64063,90013,3460
31750,34500,138574,175518,6047
31770,31200,9085,15201,927
31770,31124,10567,18593,1026
31770,81990,73962,91293,3438
31770,11000,91703,102542,3665
31780,31200,4226,6806,661
31780,31124,18531,30852,1646
31780,81990,62262,72515,3058
31780,11000,89577,102492,3922
31790,31200,9816,10029,762
31790,31124,23506,29482,1538
31790,81990,65922,89182,3383
31790,11000,96958,108794,3942
31800,31124,70067,85190,3226
31800,31200,80873,99379,3839
31810,31124,11005,18019,1090
31810,31200,24848,32207,1704
31810,11000,75085,86118,3330
31810,81990,76487,108299,4214
31820,31200,13054,23391,1342
31820,31124,15396,26782,1441
31820,81990,78118,99482,3853
31830,31124,9647,13700,1229
31830,31200,15694,21539,1507
31830,81990,79688,97631,4018
31840,31200,6897,12918,1039
31840,31124,17733,23897,1265
31840,81990,70124,92684,3508
31840,11000,95264,107846,3903
31850,31200,10933,13173,1031
31850,31124,17249,29320,1555
31850,81990,56403,74881,2821
31850,11000,78604,98406,3555
31850,12850,116533,147534,5856
31860,31124,7464,11343,713
31860,31200,21885,25531,1326
31860,11000,79864,103356,3651
31870,31124,15881,21364,1284
31870,31200,30290,36097,1953
31870,11000,79476,96815,3948
31880,31200,15399,21847,1177
31880,31124,11772,25238,1276
31880,81990,80100,97938,3688
32000,31200,67707,85464,3861
32100,31200,89061,122261,5499
32110,64230,57523,80090,3263
32110,33700,128894,177880,6164
32120,31200,48170,72385,3615
32130,31200,41188,53632,2447
32130,31124,36545,57023,2546
32130,81990,106321,129723,4958
32140,31200,73414,91957,4368
32150,64230,73530,95564,4259
32160,64230,51213,91615,3685
32170,64230,62053,87003,4224
32190,64230,73511,107771,4601
32200,31200,43180,53754,2344
32200,31124,42977,57145,2443
32200,81990,107022,129846,4855
32220,31200,47555,61394,2799
32220,31124,40923,64785,2898
32220,81990,112490,137486,5310
32230,64230,54057,103749,4246
32240,64230,64862,83770,3577
32240,33700,115443,151957,5720
32250,64230,85803,112097,5169
32260,31200,67558,85296,4156
32270,31200,52605,66406,3213
32270,31124,53543,69798,3312
32270,81990,115104,142498,5723
32290,64230,60422,96819,4205
32300,64230,72636,102426,5062
32310,31200,85306,110846,5235
32320,64230,66125,115326,5121
32330,64230,82906,111113,5059
32340,31200,65224,94791,3551
32340,31124,73694,109070,4122
32350,31200,79305,99537,4537
32360,31200,75019,96706,4301
32370,64230,65922,89192,3841
32380,31200,54644,68520,4041
32390,31200,65175,89620,3999
32400,64230,43885,62272,2939
32400,64100,110760,156699,5967
32410,31200,80673,102696,4518
32420,31200,60396,75689,3558
32420,31124,54629,79081,3656
32430,31200,36424,58512,2729
32430,31124,39837,61903,2827
32430,81990,98082,134604,5239
32440,64230,81511,108646,4941
32450,31200,56135,72696,3454
32450,31124,53366,76087,3553
32450,81990,120798,148787,5964
32460,64230,53973,70421,2787
32460,64100,109373,134201,5600
32480,31200,82690,132164,5034
32490,31200,35904,47771,2121
32490,31124,34378,51162,2220
32490,81990,100626,123862,4631
32500,31200,65707,92774,4720
32550,31200,65879,87400,4306
32600,31200,28069,39252,1784
32600,31124,27025,42643,1882
32600,81990,92940,115343,4294
32700,31200,73112,115617,4716
32720,64230,46399,67246,2753
32720,33700,131341,165037,5654
32730,64230,51981,75521,3528
32730,31124,98025,154785,5812
32800,64230,73552,97288,4221
32810,31200,64052,80799,3535
32810,31124,65396,84191,3634
33000,33041,2465,3722,632
33000,33700,8095,16305,1185
33000,24750,113621,137921,5502
33100,33041,2465,3722,632
33100,33700,8095,16305,1185
33100,24750,113621,137921,5502
33110,33041,3570,4995,730
33110,33700,6413,9639,869
33110,24750,115512,142436,5685
33112,33700,37319,45590,3158
33112,33041,37545,48126,3280
33113,33700,50209,63404,3359
33113,33041,53329,68535,3523
33113,64230,120151,156112,5665
33114,33700,23785,34219,1758
33114,33041,31592,46665,2253
33114,64100,138831,153158,5917
33115,33700,50429,65856,3254
33115,33041,60297,78302,3749
33120,33700,44570,65118,2899
33120,33041,54491,77564,3394
33120,64100,131045,184892,6796
33121,33700,40864,47730,2665
33121,33041,44728,52751,2825
33123,33700,84726,93984,5140
33124,33700,58026,68956,3155
33124,33041,55484,74087,3319
33124,64230,132969,166183,5972
33125,33700,35342,50712,2383
33125,33041,40634,54642,2657
33125,64100,132248,152281,5666
33126,33041,21994,33555,1715
33126,33700,31676,45327,2312
33126,24750,90042,105004,4536
33127,33700,11921,19365,2054
33127,33041,21709,31811,2549
33130,33041,8581,17734,1021
33130,33700,10259,19643,1276
33130,24750,114061,138676,5349
33133,33041,25638,33642,1793
33133,33700,35574,45415,2390
33133,24750,86830,105869,4215
33138,33700,25082,29896,1726
33138,33041,34772,40820,2242
33138,64100,147828,175962,6464
33140,33700,12574,17283,1232
33140,33041,12947,21805,1440
33140,24750,115730,142747,5768
33141,33041,22870,31132,1603
33141,33700,32788,42905,2200
33141,24750,89281,106833,4315
33150,33041,4096,9095,741
33150,33700,11984,20867,1338
33150,24750,109880,129782,5022
33160,33700,12574,16179,1782
33160,33041,18518,25166,2038
33160,24750,128519,157534,6871
33170,33700,8167,12561,970
33170,33041,12728,25007,1465
33170,24750,120373,146529,5822
33180,33700,48941,57059,3752
33185,33700,4164,6586,627
33185,33041,9752,14764,1004
33185,24750,121458,147131,5837
33190,33700,57858,78106,2974
33190,33041,53447,83237,3138
33190,31200,154172,182405,5772
33200,33041,2465,3722,632
33200,33700,8095,16305,1185
33200,24750,113621,137921,5502
33210,33700,46180,52673,2139
33210,33041,44856,57804,2303
33210,64230,135431,166056,5312
33220,33041,61194,72259,3921
33230,33041,41344,57844,2489
33230,33700,51281,69616,3087
33230,24750,71848,91581,3800
33240,33041,18568,21929,1000
33240,33700,28244,33701,1597
33240,17690,133963,150841,4991
33250,33700,40977,48968,3044
33250,33041,39194,51503,3165
33260,33700,50429,65856,3254
33260,33041,60297,78302,3749
33270,33041,6954,13212,860
33270,33700,12414,23665,1390
33270,24750,110478,134154,5188
33290,33041,9131,14722,1154
33290,33700,13532,17801,1467
33290,24750,114002,146435,6047
33300,33041,2465,3722,632
33300,33700,8095,16305,1185
33300,24750,113621,137921,5502
33310,33041,3316,5314,389
33310,33700,12838,17086,986
33310,24750,108887,129923,4913
33320,33700,7053,8492,708
33320,33041,8539,13513,868
33320,24750,119198,145881,5700
33330,33041,32051,39713,1996
33330,33700,40992,51486,2593
33330,24750,82176,109256,4825
33340,33700,57354,63544,3766
33350,33041,41364,50149,2523
33350,33700,49744,61922,3120
33350,24750,76481,94580,4608
33360,33041,12707,21247,1230
33360,33700,16624,26175,1473
33360,24750,109414,142189,5558
33370,33041,10477,14769,1134
33370,33700,18440,26542,1732
33370,24750,104112,124897,4827
33380,33700,28485,39721,1801
33380,33041,37996,52167,2296
33380,64100,135191,159495,5697
33390,33041,32015,46526,2393
33390,33700,36571,58298,2991
33390,17690,110381,130695,4727
33400,33700,6976,12761,1007
33400,33041,8409,24575,1393
33400,24750,117002,145518,5721
33410,33700,37473,50374,2594
33410,33041,34449,55505,2758
33410,64230,147163,178848,6383
33420,33041,29115,38427,2004
33420,33700,36931,50200,2602
33420,24750,88878,126613,5127
33430,33700,58872,75662,3095
33430,33041,58349,80793,3259
33430,64230,122859,154755,5232
33440,33041,9710,21108,1111
33440,33700,18900,32881,1708
33440,17690,135456,162138,5410
33450,33041,13080,16950,1057
33450,33700,22865,28722,1654
33450,24750,98879,123660,4815
33460,33041,20713,26663,1778
33460,33700,23232,26523,2089
33460,24750,117121,159169,6651
33470,33700,40682,53435,2273
33470,33041,50419,65881,2768
33470,64100,125899,173209,6170
33480,33700,24678,35247,2532
33480,33041,27681,40269,2692
33490,33700,45793,60210,2715
33490,33041,42495,65341,2879
33490,64230,143330,173593,5888
33500,33041,26198,32822,1900
33500,33700,35736,44594,2497
33500,24750,86087,100240,4190
33510,33700,33559,39416,2086
33510,33041,43231,50340,2601
33510,64100,143586,185858,6897
33520,33041,3328,4911,376
33520,33700,8255,9836,634
33520,24750,114522,137278,5208
33530,33041,4352,8968,774
33530,33700,14119,20740,1371
33530,24750,108212,133994,5232
33540,33041,42556,57497,3020
33540,33700,48499,75522,3491
33540,24750,88857,113481,5652
33550,33041,23919,35108,2104
33550,33700,27610,38974,2236
33550,24750,105293,135493,5607
33560,33041,6587,9347,572
33560,33700,16500,21120,1169
33560,24750,105386,129177,4960
33570,33041,38488,48006,2686
33570,33700,48057,59778,3283
33570,24750,73833,95367,4100
33580,33700,62227,92424,3819
33590,33700,72450,78665,4498
33600,33700,4630,6738,684
33600,33041,13152,19184,1179
33600,24750,123734,151333,5962
33610,33700,12361,23886,1231
33610,33041,20858,36332,1726
33610,64100,149970,168932,5945
33620,33041,29494,34269,1530
33620,33700,38609,46041,2128
33620,24750,90581,111820,5048
33640,33700,23951,30223,1623
33640,33041,22866,35354,1787
33640,24750,112294,156296,6115
33650,33700,22525,37867,2081
33650,33041,26015,42864,2371
33650,64100,147172,168297,6645
33660,33041,47264,60518,2777
33660,33700,57053,72291,3374
33660,24750,64684,79881,3722
33670,33041,20620,27569,1735
33670,33700,26508,37484,2182
33670,24750,100922,125664,4995
33680,33700,34128,45009,2699
33680,33041,41526,53996,2955
33690,33700,67786,77424,3527
33690,33041,65765,82555,3691
33700,33700,946,1654,254
33700,33041,10822,14308,772
33700,24750,122643,146676,5605
33710,33041,20489,38105,2095
33710,33700,26977,49878,2692
33710,17690,122776,143148,5467
33720,33700,33853,50400,2440
33720,33041,34285,55531,2604
33720,64230,140684,185797,6271
33730,33700,49883,70021,3179
33730,33041,51234,75152,3344
33730,64230,124059,161343,5501
33740,33700,32498,39853,2424
33740,33041,41839,50777,2939
33750,33041,18769,28102,1449
33750,33700,26987,39875,2046
33750,24750,96335,117144,4508
33760,33041,31934,41911,2569
33760,33700,37484,51600,2966
33760,24750,95716,125781,5790
33770,33700,36570,49191,2113
33770,33041,45276,61637,2608
33770,64100,125792,146078,5305
33780,33700,81047,87827,5217
33790,33041,51918,67823,3632
33800,33041,2465,3722,632
33800,33700,8095,16305,1185
33800,24750,113621,137921,5502
33810,33041,14898,27330,1449
33810,33700,22030,39102,2046
33810,17690,128294,168359,5748
33820,33041,44107,60862,2519
33820,33700,48928,72634,3116
33820,17690,99054,126513,4453
33830,33700,40998,55794,2606
33830,33041,48771,68240,3101
33830,64100,121638,136878,5012
33840,33700,70592,87788,3132
33840,33041,71297,92919,3297
33840,64230,108198,128530,4171
33850,33700,13452,23820,1507
33850,33041,18197,34511,1872
33850,24750,122676,155453,6200
33860,33041,41134,59428,2399
33860,33700,47930,71201,2996
33860,17690,106314,125079,4333
33870,33041,18518,23314,1214
33870,33700,27812,35087,1812
33870,24750,94142,116515,4388
33880,33041,18020,27646,1590
33880,33700,20983,32575,1833
33880,24750,109084,134568,5594
33890,33041,50841,62191,3323
33890,33700,58865,73964,3920
33910,33041,30641,39715,2176
33910,33700,40576,51488,2774
33910,24750,81919,98073,4176
33920,33041,31145,38004,1371
33920,33700,38510,49776,1969
33920,17690,115817,162701,5190
33930,33700,65642,81300,4772
33950,33700,42095,48590,2789
33950,33041,51587,59514,3304
33970,33700,42095,48590,2789
33970,33041,51587,59514,3304
33980,33700,25357,42356,2082
33980,33041,35292,54802,2577
33980,64100,142151,168903,6194
33990,33700,51602,61450,3529
33990,33041,53636,66471,3689
34000,34470,6734,11852,1311
34000,30001,45789,53151,2664
34000,34500,57515,82142,3364
34000,84140,87436,100777,5149
34070,34470,6734,11852,1311
34070,30001,45789,53151,2664
34070,34500,57515,82142,3364
34070,84140,87436,100777,5149
34080,34470,6734,11852,1311
34080,30001,45789,53151,2664
34080,34500,57515,82142,3364
34080,84140,87436,100777,5149
34090,34470,6734,11852,1311
34090,30001,45789,53151,2664
34090,34500,57515,82142,3364
34090,84140,87436,100777,5149
34110,34470,17357,22994,1530
34110,34500,44363,62757,2768
34110,30001,60759,72375,3075
34110,11000,121471,149343,5187
34120,34500,17928,21146,1194
34120,34470,43378,63097,2915
34120,11000,93544,115988,4046
34130,34470,7729,10225,987
34130,30001,35810,46809,2151
34130,34500,68213,79983,3544
34130,84140,76503,94435,4635
34140,34500,29503,39311,2071
34140,34470,31324,36437,2163
34140,30001,74620,82575,3388
34140,11000,106605,134153,4923
34150,34500,46178,61042,2744
34150,34470,32397,45774,2851
34150,30001,65261,87223,4008
34160,34470,18888,27604,1701
34160,30001,30693,43115,2179
34160,34500,73955,92928,4023
34170,34470,7051,11165,1023
34170,30001,41419,46947,2211
34170,34500,61905,76715,3382
34170,84140,83171,94573,4696
34190,34470,40414,73074,4564
34200,34500,32092,41437,2365
34200,34470,31175,38439,2709
34200,30001,74580,88051,3814
34210,11000,34311,43764,2868
34210,34500,44960,60290,3600
34210,34470,103172,122430,5812
34220,34500,43240,61266,3806
34230,34500,33678,41050,2205
34230,34470,31088,52133,2847
34230,30001,71204,98270,4071
34240,34500,31531,44575,2778
34240,34470,70496,94828,5250
34250,34470,4902,8701,618
34250,30001,47143,58904,2409
34250,34500,57942,76971,3142
34250,84140,87227,106530,4894
34260,34500,43093,56901,3637
34270,34470,24841,36071,2155
34270,30001,40050,53557,3122
34270,34500,69857,94328,4601
