postcode,shopcode,flydist,distance,duration
51380,51100,16864,25388,1479
51380,10600,88628,114030,4192
51390,51100,9219,14786,1375
51390,77100,80885,98959,4129
51400,51100,25698,32818,2265
51400,10600,90742,106856,4255
51420,51100,9725,15457,976
51420,77100,98423,120888,4260
51430,51100,2725,4349,613
51430,77100,87238,105872,3913
51450,51100,8985,11827,1329
51450,77100,94756,115700,4137
51460,51100,46703,58535,2491
51460,10600,83442,101490,4264
51470,51100,42664,48679,2285
51470,10600,74297,90083,3792
51480,51100,17461,22898,1703
51480,77100,74344,99030,4164
51490,51100,21601,29426,1612
51490,77100,110567,134858,4896
51500,51100,5407,8283,693
51500,77100,88990,113067,4067
51510,51100,36410,47555,2098
51510,10600,69627,87714,3285
51510,77100,101796,153026,5144
51520,51100,35966,41933,1905
51520,10600,76715,93019,3881
51530,51100,25073,29561,2124
51530,77100,76731,106734,4442
51600,51100,38426,44859,2165
51600,10600,99462,121822,4354
51700,51100,27583,47311,2357
51700,77100,62908,92829,3666
51800,51100,60110,83661,3231
51800,57280,98982,114635,4046
52000,10600,86516,107912,3992
52100,54500,93519,114622,4635
52110,10600,67238,80712,4584
52120,10600,71215,89505,3587
52120,21160,85895,121768,4666
52130,10600,71458,81642,4324
52140,21160,88355,111496,3786
52150,54500,66969,95900,3965
52160,21160,54235,87212,3544
52160,10600,99658,145502,5176
52170,54500,79556,105998,4400
52190,21160,49548,60459,2637
52190,71100,107440,123573,4356
52200,21160,67235,82183,3389
52200,10600,106461,136004,4817
52210,10600,87547,115031,4519
52220,10600,57970,67416,3604
52230,54500,68874,88374,4652
52240,54500,81147,102724,4314
52250,21160,56993,75499,3078
52250,10600,110439,133789,4710
52260,21160,75935,96345,3613
52270,54500,77332,94384,5437
52290,10600,67218,80090,4188
52300,54500,80471,110477,5049
52310,10600,82119,118566,4276
52320,10600,79455,96075,4952
52330,10600,69861,81617,4216
52340,21160,95537,116599,5352
52360,21160,77915,98520,4208
52370,10600,65838,83339,3169
52370,21160,95559,137369,4848
52400,21160,90786,129596,4777
52410,54500,85154,110415,4171
52500,25000,65940,83463,4454
52600,21160,65250,92153,3831
52700,54500,74737,87558,5544
52800,21160,86498,105089,4272
53000,72650,69571,83496,3015
53000,35000,71092,80055,3304
53000,49070,66847,74986,3700
53100,72650,70105,103378,3809
53110,72650,66896,82050,4580
53120,35000,73914,85427,3819
53140,72650,56062,78570,3176
53140,14120,76075,98644,4400
53150,72650,53078,67419,2526
53150,35000,88541,99525,3920
53160,72650,43161,48878,2690
53160,35000,104079,128784,5263
53170,72650,56854,73342,2704
53170,49070,55074,70737,3377
53170,35000,86055,103201,4092
53190,35000,69599,79683,3656
53200,49070,39622,44129,2088
53200,72650,69852,81354,3718
53210,72650,57954,63632,1929
53210,35000,82637,110045,3769
53220,35000,61451,72741,3202
53220,72650,94581,118642,4341
53230,35000,61792,72602,3155
53230,49070,58093,68955,3209
53230,72650,82133,106622,3831
53240,72650,73524,88427,3329
53240,35000,69294,88384,3584
53240,49070,81921,94414,4839
53250,72650,56823,65199,3784
53260,72650,64338,76608,3020
53260,49070,59754,68165,3296
53260,35000,77268,89533,4055
53270,72650,37368,48796,2088
53270,35000,103224,117015,4365
53290,49070,42121,45654,2782
53290,72650,54287,66364,3071
53290,35000,96718,130963,5190
53300,72650,71864,81696,4394
53320,35000,57041,66034,2672
53320,72650,84213,101629,3671
53340,72650,42971,52348,2328
53340,49070,57484,83505,3838
53350,35000,51407,58830,2901
53350,49070,59997,71630,3438
53350,72650,96269,116577,4358
53360,49070,51333,58623,3004
53360,72650,72507,87501,3537
53360,35000,72814,85897,3755
53370,72650,45036,58428,2791
53370,14120,85299,102682,4697
53380,35000,54995,72455,3198
53380,72650,89051,107337,3679
53390,35000,51259,61831,2758
53390,49070,57561,74342,3140
53390,44800,72643,94711,4318
53400,49070,47886,55738,2575
53400,35000,65635,77841,3670
53410,35000,54994,67587,2886
53410,72650,85984,98748,3593
53410,49070,78745,92691,4690
53420,72650,79676,101197,3409
53420,35000,64777,90842,3464
53420,49070,87032,105048,5035
53440,72650,57718,64213,3360
53440,35000,92081,110921,4325
53470,72650,62648,77906,3134
53470,35000,80583,93377,3671
53480,72650,47592,57556,2058
53480,35000,93035,102181,3713
53500,35000,63567,75757,3295
53500,72650,85478,107528,3615
53540,35000,49413,60684,2785
53540,49070,64978,74968,3643
53600,72650,42413,49499,2703
53600,35000,100399,119929,4605
53640,72650,59224,69386,3830
53700,72650,43568,51305,2946
53700,14120,92949,117818,5414
53800,49070,50189,59769,3013
53800,35000,59495,77357,3335
53800,44800,75499,94243,4367
53810,72650,72303,87145,2938
53810,35000,68400,76789,2993
53810,49070,72359,83573,4229
53940,35000,63602,72080,2967
53940,72650,77084,89038,3076
53940,49070,68482,85151,4179
53950,72650,64183,81690,2964
53950,35000,76846,86914,3502
53950,49070,73613,84626,4220
53960,72650,64582,73135,2659
53960,35000,76033,88269,3421
53960,49070,66939,75900,3626
53970,49070,60497,68472,3520
53970,35000,70363,80064,3608
54000,54500,3983,5286,924
54000,57280,58951,67639,3025
54000,67460,114253,151222,6135
54100,54500,3983,5286,924
54100,57280,58951,67639,3025
54100,67460,114253,151222,6135
54110,54500,12823,18465,1944
54110,57280,65476,83917,4333
54111,57280,27721,42470,2075
54111,54500,78732,121445,5038
54112,54500,31824,46615,2915
54112,57280,78438,105306,4721
54113,54500,25107,40473,1824
54113,57280,73334,94881,3675
54114,54500,21775,29049,1785
54114,57280,41713,56998,2541
54114,67460,111573,138955,6009
54115,54500,29921,36867,2353
54115,57280,89690,110946,4953
54116,54500,22979,25718,1306
54116,57280,85534,99797,3906
54118,54500,34940,45471,2330
54118,57280,86547,119447,4916
54119,54500,26636,38235,1817
54119,57280,69659,92643,3668
54120,54500,47755,60106,2717
54120,67460,73441,109646,4882
54121,57280,31572,48476,2390
54121,54500,35872,52677,2716
54121,51100,148284,177912,6865
54122,54500,40102,46902,2033
54122,57280,89059,120878,4620
54123,54500,14686,20478,1188
54123,57280,71541,94557,3789
54129,54500,36528,49318,2276
54129,57280,90597,123294,4863
54130,54500,6400,8713,1030
54130,57280,56745,68226,3055
54130,67460,111930,139498,6231
54134,54500,13975,15695,851
54134,57280,76837,89773,3451
54134,67460,114661,155085,5744
54135,57280,42761,49812,1852
54135,54500,98530,128787,4815
54136,54500,11585,18996,1372
54136,57280,51419,62211,2562
54136,67460,115739,164725,6272
54140,54500,1994,3693,470
54140,57280,61546,75084,3395
54140,67460,112003,147171,5750
54150,57280,21943,38040,1865
54150,54500,71020,113652,4705
54160,54500,12000,19152,1234
54160,57280,74363,93231,3834
54170,54500,24044,30417,1663
54170,57280,78664,103411,4042
54180,54500,1026,1631,272
54180,57280,63896,80770,3134
54180,67460,113479,145126,5374
54190,57280,33456,40270,1793
54190,54500,91182,119246,4756
54200,54500,23827,33870,1542
54200,57280,60851,77901,3292
54200,67460,136590,173305,6416
54210,54500,9451,15876,1005
54210,57280,70578,89852,3591
54210,67460,107839,140843,5394
54220,54500,7526,17519,1334
54220,57280,55350,64199,2704
54220,67460,113501,144309,6396
54230,54500,7490,17510,1575
54230,57280,64686,84305,3894
54240,57280,12909,24091,1230
54240,54500,65364,99702,4070
54250,54500,8669,28457,2498
54250,57280,55742,67881,3790
54260,57280,53290,75400,3350
54260,54500,101197,154376,6313
54270,54500,6859,9898,858
54270,57280,57059,69426,2849
54270,67460,110211,136687,5920
54280,54500,16509,18429,1337
54280,57280,54378,67548,3187
54280,67460,101016,125413,5066
54290,54500,24330,31925,1698
54290,57280,85000,106004,4299
54300,54500,26984,34941,1526
54300,57280,75365,108917,4113
54310,57280,14244,22450,1097
54310,54500,64689,98061,3937
54320,54500,6605,10194,1112
54320,57280,56817,68485,2712
54320,67460,116193,157075,5984
54330,54500,20131,25523,1422
54330,57280,81581,99601,4023
54340,54500,14225,26965,1800
54340,57280,50035,60153,2702
54340,67460,119776,166400,6674
54350,57280,46897,59541,2319
54350,54500,103486,138517,5282
54360,54500,20076,26396,1542
54360,57280,77364,100372,4128
54370,54500,27200,40257,2242
54370,57280,65732,82346,3941
54380,54500,22110,41385,2436
54380,57280,44830,52507,2731
54385,54500,25462,42427,2453
54385,57280,49884,69401,3208
54385,51100,146084,182580,7115
54390,54500,11593,26048,1659
54390,57280,52431,61422,2782
54390,67460,118646,165483,6533
54400,57280,47428,56631,2266
54400,54500,102224,135607,5229
54410,54500,4292,8123,922
54410,57280,64028,90366,3661
54420,54500,8362,12761,1139
54420,57280,59264,73714,3276
54420,67460,106270,137740,6062
54425,54500,7871,8943,842
54425,57280,57912,70599,3039
54425,67460,107785,136258,6007
54430,57280,44021,53098,2211
54430,54500,98930,132074,5174
54440,57280,43856,52013,2059
54440,54500,100213,130989,5022
54450,54500,45285,58168,2609
54450,67460,69152,95710,3945
54460,54500,14869,30984,2186
54460,57280,53583,68773,3498
54460,67460,124655,170419,7060
54470,57280,41295,61134,3007
54470,54500,37570,60305,3147
54470,51100,138077,167302,6220
54480,54500,59787,73032,3521
54480,67460,55274,100766,4543
54490,57280,32295,45516,2183
54490,54500,80996,124491,5146
54500,54500,1540,2656,485
54500,57280,62623,76988,3103
54500,67460,114975,149628,5658
54510,54500,4954,8192,744
54510,57280,61430,74310,3277
54510,67460,108804,140959,5844
54520,54500,6031,16835,970
54520,57280,60088,69288,2593
54520,67460,118751,156270,5844
54530,57280,29913,35757,2837
54530,54500,39306,58134,3701
54540,54500,55576,63800,2909
54540,67460,63197,104801,4639
54550,54500,11214,16964,1687
54550,57280,68788,84530,4293
54560,57280,28521,35660,1879
54560,54500,83208,114635,4842
54570,54500,30207,42622,2105
54570,57280,66241,97030,3957
54580,57280,16028,22832,1024
54580,54500,61523,85257,3798
54590,57280,38977,48736,2167
54590,54500,96520,127712,5130
54600,54500,4182,6535,871
54600,57280,62280,72872,3033
54600,67460,117583,152064,5904
54610,54500,25378,34794,1950
54610,57280,37778,50716,2029
54610,67460,113630,140194,5863
54620,57280,39090,50204,2362
54620,54500,90618,129179,5325
54630,54500,8592,11372,781
54630,57280,71459,85451,3382
54630,67460,113443,150762,5674
54640,57280,22993,41268,2237
54640,54500,75150,117103,5163
54650,57280,43235,53197,2381
54650,54500,100697,132172,5344
54660,57280,17012,25681,1387
54660,54500,66410,101292,4227
54670,54500,16125,28042,1466
54670,57280,47069,59123,2448
54670,67460,117480,167477,6340
54680,57280,30556,36387,1341
54680,54500,88127,115362,4304
54690,54500,10930,14841,1166
54690,57280,52069,64784,2772
54690,67460,112577,141630,6228
54700,57280,35974,41704,1860
54700,54500,29661,44653,2059
54700,67460,126290,184926,6401
54710,54500,3314,4806,483
54710,57280,66174,80289,3113
54710,67460,113207,142605,5309
54720,57280,42359,50581,2055
54720,54500,96531,129557,5018
54730,57280,51898,65627,2788
54730,54500,104968,144603,5751
54740,54500,20712,26506,1183
54740,57280,83519,100584,3784
54750,57280,21045,34156,1573
54750,54500,76261,113131,4536
54760,54500,17888,23085,1455
54760,57280,46165,58997,2667
54760,67460,109512,137908,5889
54770,54500,13227,18427,1259
54770,57280,51935,70940,2919
54770,67460,107443,135425,5864
54780,57280,20464,29829,1491
54780,54500,60897,86012,3936
54790,57280,22218,34675,1816
54790,54500,72759,110286,4655
54800,57280,25899,34164,1631
54800,54500,60681,92353,4276
54810,57280,44718,53954,2323
54810,54500,101655,132930,5287
54820,54500,16545,34807,1911
54820,57280,48399,53877,2448
54820,67460,121554,174242,6785
54830,54500,30664,44277,2383
54830,57280,86398,118253,4969
54840,54500,13732,22135,1224
54840,57280,60266,76543,3076
54840,67460,126680,161570,6098
54850,54500,7125,9289,653
54850,57280,69247,83368,3254
54850,67460,116892,148679,5546
54860,57280,41291,47686,1724
54860,54500,97523,126661,4687
54870,57280,46084,56533,2582
54870,54500,98362,135508,5545
54880,57280,34790,43791,1770
54880,54500,93254,122766,4733
54890,57280,27891,41232,2351
54890,54500,44780,75711,3650
54910,57280,19629,28523,1180
54910,54500,65165,104135,4020
54920,57280,37390,45347,1928
54920,54500,93216,124323,4891
54930,54500,30039,35464,1969
54930,57280,92451,109543,4570
54940,54500,19058,35663,1796
54940,57280,45728,51710,2144
54940,67460,122007,175098,6670
54950,54500,34047,44589,2086
54950,67460,82430,112161,4552
54960,57280,36221,45543,2114
54960,54500,86997,124518,5077
54970,57280,29723,43089,2006
54970,54500,78787,122064,4969
54980,57280,16634,21880,950
54980,54500,60093,83209,3611
54990,54500,12429,16066,1005
54990,57280,73525,90145,3605
55000,54500,75683,93139,4004
55100,57280,61912,76476,3084
55100,51100,95632,119479,4389
55110,57280,73220,101909,4607
55120,57280,79183,94248,3299
55120,51100,79930,97620,3501
55120,10600,118425,161820,5435
55130,54500,52808,66827,3704
55140,54500,38276,51495,2985
55140,57280,81732,113827,4769
55150,57280,56434,76223,3836
55160,57280,41380,54376,2042
55160,54500,62522,84041,3883
55170,54500,80189,97908,3833
55190,54500,43779,57409,2651
55190,57280,75450,111817,4503
55200,54500,43991,61661,2794
55200,57280,64812,82214,4013
55210,57280,41975,69439,3072
55210,54500,50381,72441,3686
55220,57280,68004,85350,3085
55220,51100,95521,114316,4024
55230,57280,42775,58735,2939
55230,54500,86367,116621,5607
55240,57280,35164,52828,2808
55240,54500,77706,111851,5453
55250,57280,82963,105214,3920
55260,57280,72044,105714,4136
55270,57280,78942,113972,4428
55290,54500,65742,96074,4430
55300,57280,56690,72403,3603
55310,54500,66926,80877,3235
55310,57280,86621,135285,5087
55320,57280,55780,72550,2886
55320,51100,105501,123170,4790
55400,57280,43030,59429,2416
55400,54500,73953,100197,4876
55430,57280,58007,75428,3409
55430,51100,99622,121485,4842
55500,54500,62235,78601,3303
55500,57280,86059,133009,5155
55600,57280,66649,88144,4359
55700,57280,79216,104266,5047
55800,51100,82182,92164,3757
55840,57280,62029,75663,3211
55840,51100,95711,118666,4516
56000,56100,49893,60855,2543
56000,44800,97401,104035,4187
56100,56100,2684,3378,491
56100,29200,110335,134474,5059
56110,56100,42577,58251,3000
56110,29200,71572,87456,3915
56120,56100,65311,76755,2936
56120,35000,65947,79955,3070
56120,44800,108611,139106,5445
56130,44800,59398,65645,2744
56130,56100,88291,105718,4146
56140,35000,55955,64011,3046
56140,56100,80276,103927,4089
56150,56100,32456,39175,1576
56150,35000,99080,113031,4106
56160,56100,36488,52689,2924
56160,29200,98895,117917,5450
56170,56100,44613,73043,6149
56190,44800,73979,79864,2976
56190,56100,72996,89291,3353
56190,35000,82292,100164,4558
56200,35000,51839,62392,2989
56200,44800,71053,90459,4292
56220,35000,64017,80640,3773
56230,56100,70816,85907,3417
56230,35000,72382,92650,3638
56240,56100,20433,27424,1669
56240,29200,101215,123522,5582
56250,56100,59930,74440,2977
56250,35000,79044,93977,3624
56260,56100,5745,8427,816
56260,29200,112310,139277,5337
56270,56100,4731,8191,823
56270,29200,108325,135461,5295
56290,56100,7555,24754,1378
56290,35000,129205,149307,5694
56300,56100,47265,65880,2860
56300,35000,93744,109125,4447
56310,56100,31197,42166,2444
56310,35000,105381,129479,5119
56320,56100,29281,40353,1945
56320,29200,85813,103323,4575
56330,56100,29584,38380,2013
56330,35000,102097,122157,4914
56340,56100,29663,49102,2106
56340,44800,117904,133943,5045
56350,35000,62829,75012,3307
56350,44800,60191,76581,3321
56350,56100,93037,109534,4445
56370,56100,56523,83462,3430
56370,44800,90309,104168,4285
56380,35000,39216,46490,2053
56380,56100,94131,108706,4166
56390,56100,42453,62097,2688
56390,35000,90968,114875,4716
56400,56100,33429,44078,1987
56400,44800,113379,123113,4694
56410,56100,23297,36605,2135
56410,44800,124056,137109,5392
56420,56100,57098,70767,3049
56420,35000,75172,95130,3787
56430,35000,44280,59238,2595
56430,56100,87910,99184,3984
56440,56100,20688,26124,1224
56440,35000,110421,128085,4727
56450,56100,59998,74264,3132
56450,44800,86707,98097,3905
56460,35000,65738,80641,3144
56460,56100,68042,90629,3581
56460,44800,92443,111518,4605
56470,56100,35087,51170,2272
56470,44800,112231,132310,5094
56480,56100,48669,78455,3560
56480,35000,101434,117476,4954
56490,35000,54960,67671,3008
56490,56100,78850,94201,3870
56500,56100,47103,57044,2253
56500,35000,84053,100389,3762
56510,56100,33770,60948,2988
56510,44800,118770,145788,5928
56520,56100,7217,9163,762
56520,29200,100829,125609,4782
56530,56100,2850,4120,455
56530,29200,104928,127271,4863
56540,56100,32484,43936,2195
56540,29200,91623,114053,5185
56550,56100,22909,35101,1540
56550,44800,123472,139242,5134
56560,56100,34732,46887,2645
56560,29200,75566,91522,4452
56570,56100,7012,21930,1167
56570,35000,126863,146483,5483
56580,56100,60604,76420,3405
56580,35000,74632,95860,3851
56590,56100,15129,22303,4448
56600,56100,5806,9952,692
56600,29200,111769,135826,5075
56610,56100,45954,56511,2262
56610,44800,100580,112628,4306
56620,56100,9823,12109,1143
56620,29200,102186,133424,5337
56630,56100,40991,53435,2766
56630,29200,79846,97258,4472
56640,56100,45795,93145,3939
56650,56100,15117,21967,1494
56650,35000,117336,134998,5289
56660,56100,51101,67593,2861
56660,35000,80961,99299,4019
56670,56100,9375,22876,1266
56670,35000,125592,147429,5582
56680,56100,14792,26887,1524
56680,44800,131905,143045,5737
56690,56100,20882,25912,1194
56690,44800,126945,138863,5028
56700,56100,12088,18627,986
56700,35000,119534,139837,5184
56730,56100,51339,89969,3872
56740,56100,39211,52944,2464
56740,44800,107948,134084,5285
56750,56100,67633,86804,3372
56750,44800,78760,88257,3445
56750,35000,91312,129765,4901
56760,44800,68865,77677,3270
56760,56100,77616,106158,4218
56770,56100,40925,55312,2900
56770,29200,86924,104162,4770
56780,56100,46218,66294,4831
56800,35000,50857,62327,2675
56800,56100,80452,93516,3657
56850,56100,7047,12972,796
56850,29200,107780,138846,5179
56860,56100,52918,67428,2862
56860,44800,93822,103891,3964
56870,56100,41328,54893,2454
56870,44800,105078,118852,4711
56880,56100,43584,53637,2096
56880,44800,103273,113718,4164
56890,56100,47102,63823,2782
56890,44800,101252,110575,4263
56910,35000,44918,52195,2669
56910,44800,74926,92995,4421
56920,56100,53511,67381,2961
56920,35000,84726,104799,4229
56930,56100,38558,50129,2076
56930,35000,94997,114240,4478
56950,56100,33822,45507,1880
56950,44800,112660,126647,4701
57000,57280,12487,16934,1134
57000,54500,50399,71553,3037
57000,67460,124133,157223,5401
57050,57280,11858,15350,917
57050,54500,51035,69285,2920
57050,67460,125511,158140,5514
57070,57280,11497,15530,1057
57070,54500,51441,74269,3098
57070,67460,124055,155404,5275
57100,57280,17789,23168,1478
57100,54500,80344,102143,4442
57120,57280,7391,13352,1470
57120,54500,65187,88963,4309
57130,57280,18643,27259,1609
57130,54500,50103,70489,3337
57130,51100,146084,175626,6109
57140,57280,7089,14385,1261
57140,54500,56976,78527,3717
57150,57280,35808,60648,2618
57150,67460,100079,127166,4764
57155,57280,17337,28366,1307
57155,54500,45787,62525,2683
57155,67460,125115,164621,5611
57160,57280,13670,20971,1113
57160,54500,52064,67898,2868
57160,67460,132039,168991,6064
57170,54500,30886,35176,2474
57170,57280,49777,60238,2833
57170,67460,91682,116026,4788
57175,57280,7118,14705,749
57175,54500,68908,93680,3712
57180,57280,14614,20550,940
57180,54500,77003,99526,3903
57185,57280,9073,20793,1175
57185,54500,69053,91873,4019
57190,57280,12880,16554,877
57190,54500,74976,95529,3840
57200,57280,68742,93649,4238
57220,57280,22679,41764,1794
57220,54500,63083,99402,3966
57230,67460,48621,65306,3575
57230,57280,97947,128934,5521
57240,57280,17073,21261,992
57240,54500,76992,100236,3956
57245,57280,18472,24598,1055
57245,54500,45311,55807,2889
57245,67460,118039,160853,5359
57250,57280,12360,19918,1288
57250,54500,68532,95529,4127
57255,57280,13597,20812,1000
57255,54500,61081,79048,3658
57260,54500,45470,50549,3014
57260,57280,61200,81428,3736
57270,57280,8299,14541,819
57270,54500,70900,93516,3782
57280,57280,3124,6684,419
57280,54500,61140,82295,3258
57280,67460,131693,166393,5492
57290,57280,11232,15684,853
57290,54500,72449,94659,3816
57300,57280,3583,5413,450
57300,54500,66376,85848,3465
57300,67460,131414,167210,5749
57310,57280,7699,9934,942
57310,54500,70431,92010,4013
57320,57280,25147,34125,2153
57320,54500,76433,114172,4823
57330,57280,24870,32192,1367
57330,54500,87365,111167,4330
57340,57280,45921,62389,2788
57340,54500,44285,51338,3012
57340,67460,87017,109930,5166
57350,57280,55274,70425,2411
57350,67460,85409,121665,4052
57360,57280,6657,12847,859
57360,54500,65508,88459,3699
57365,57280,4471,6213,615
57365,54500,63959,87273,3776
57370,67460,41190,56730,2395
57370,54500,77531,100596,4126
57380,57280,37091,52571,2427
57380,54500,50017,59239,3385
57380,67460,93700,138128,4989
57385,57280,37490,56161,2879
57385,54500,56951,68385,4079
57390,57280,32802,43245,1968
57390,54500,92264,122220,4931
57400,67460,52404,71886,2796
57400,54500,63196,81024,3347
57400,57280,81513,109021,5009
57405,67460,43523,64177,2555
57405,54500,71569,91193,3633
57410,67460,56591,92281,3902
57412,67460,60552,89665,3809
57415,67460,51727,67317,4143
57420,57280,25993,35000,1609
57420,54500,36971,56316,2368
57420,67460,118097,171256,5913
57430,57280,63196,82433,3818
57440,57280,20342,30357,1407
57440,54500,80994,109332,4370
57445,67460,47729,63481,2540
57445,54500,68287,87038,3766
57450,57280,51059,64325,2334
57450,67460,81906,106586,3656
57455,57280,48356,66092,2513
57455,67460,84545,108353,3834
57460,57280,55974,71777,2632
57460,67460,82029,108756,3869
57470,57280,44497,61405,3248
57470,67460,88279,115701,4913
57480,57280,27698,39705,1893
57480,54500,86520,118680,4856
57490,57280,39526,54585,2108
57490,67460,94262,121103,4255
57500,57280,39436,50659,1811
57500,54500,65311,108297,3983
57510,57280,57132,74154,2821
57510,67460,74580,102970,3946
57515,57280,59207,77225,3139
57515,67460,81093,106876,4036
57520,57280,60375,75381,2615
57520,67460,77967,112187,3952
57525,57280,1983,5229,419
57525,54500,64454,84204,3382
57525,67460,132136,168598,5679
57530,57280,19116,30180,1613
57530,54500,51022,81844,3544
57530,67460,112061,150105,5678
57535,57280,5709,9111,568
57535,54500,62383,84722,3408
57535,67460,134913,168820,5641
57540,57280,48685,71725,2929
57540,67460,90626,122965,4571
57550,57280,32320,53718,2876
57550,54500,73535,111357,5049
57560,67460,46143,87347,4459
57565,67460,46018,68846,2747
57565,54500,68338,86784,3503
57565,57280,88505,133805,4681
57570,57280,26315,36083,2017
57570,54500,89011,115058,4980
57580,57280,29927,43504,1996
57580,54500,41285,55504,3144
57580,67460,104587,153122,5997
57590,57280,40260,48717,2093
57590,54500,30490,36409,2249
57590,67460,101140,127004,5215
57600,57280,51578,66363,2475
57600,67460,85910,117603,4117
57620,67460,46373,65746,3369
57620,57280,92867,121043,5296
57630,54500,32294,41032,2746
57630,57280,57730,71912,3469
57630,67460,85222,110920,4821
57635,67460,44974,58006,2318
57635,54500,72767,93441,3753
57640,57280,8494,12097,956
57640,54500,61042,84564,3650
57645,57280,12714,24077,1412
57645,54500,53378,77681,3521
57645,67460,118694,151185,5735
57650,57280,21053,29152,1346
57650,54500,79591,108127,4309
57655,57280,24928,31837,1384
57655,54500,82726,110812,4347
57660,57280,48320,70080,2928
57660,54500,58176,67693,3918
57670,54500,57427,66784,4142
57680,57280,23576,29930,1684
57680,54500,43879,65948,2928
57680,51100,147360,169147,6185
57685,57280,19080,23491,1183
57685,54500,44823,62199,2613
57685,67460,127185,168459,5681
57690,57280,30393,44083,1939
57690,54500,54328,66664,4005
57700,57280,15131,21385,946
57700,54500,74282,100360,3909
57710,57280,27038,37326,1892
57710,54500,85962,116302,4855
57720,67460,61239,80817,4006
57730,57280,42466,62436,2666
57730,54500,62170,76993,4448
57740,57280,35324,56435,2189
57740,54500,61780,75324,4128
57770,54500,43637,68536,2811
57770,67460,69958,92861,3720
57780,57280,10613,17805,1451
57780,54500,68620,93416,4291
57790,54500,59526,73455,3424
57790,67460,53936,78344,3476
57790,57280,86616,108834,5253
57800,57280,46874,59301,2088
57800,67460,87538,110541,3730
57810,54500,44910,54154,3060
57810,67460,69672,91034,3514
57810,57280,71040,85034,3782
57815,54500,53187,73518,3160
57815,67460,60729,82330,3258
57815,57280,78816,100461,4635
57820,67460,38135,59787,2846
57820,54500,76951,101536,4485
57830,67460,58357,77988,3264
57830,54500,55427,74599,3287
57830,57280,80977,103470,4889
57840,57280,26622,37828,1655
57840,54500,87125,116804,4618
57850,67460,36142,71398,3373
57850,54500,77328,101123,4562
57855,57280,11417,15878,1081
57855,54500,60041,76941,3519
57855,51100,146609,166233,5666
57860,57280,10838,23851,1176
57860,54500,62720,80485,3924
57865,57280,12339,18777,1403
57865,54500,57049,75264,3520
57865,51100,147189,169080,5977
57870,67460,41371,76154,3669
57880,57280,32380,49408,2225
57880,54500,67334,107047,4398
57890,57280,35720,58431,2543
57890,67460,97481,124948,4689
57905,57280,70133,94602,3878
57910,57280,64903,82109,3141
57910,67460,69208,92424,3429
57910,54500,77501,88923,5460
57915,57280,61480,84129,3037
57915,67460,72777,94444,3324
57915,54500,76321,86486,5064
57920,57280,15899,20846,1459
57920,54500,73987,107915,4480
57925,57280,13991,20867,1048
57925,54500,76022,99842,4011
57930,67460,59405,78607,3612
57935,57280,9861,16466,1107
57935,54500,69249,98542,4178
57940,57280,11310,16383,1218
57940,54500,72877,98564,4236
57950,57280,14074,16671,1051
57950,54500,49074,66730,2846
57950,67460,126332,160078,5919
57960,67460,47464,61855,3625
57970,57280,17005,27509,1346
57970,54500,78955,106485,4309
57980,57280,56099,69904,2747
57980,67460,78526,101852,3816
57990,57280,59036,77964,3078
57990,67460,76582,99620,3706
58000,58642,5852,9213,1183
58000,18390,54758,64945,3932
58110,58642,39124,51778,2658
58110,18390,89370,111042,5401
58120,58642,57187,70678,3444
58120,71100,80168,106743,5423
58130,58642,10307,17976,1329
58130,18390,57738,67359,4104
58140,58642,63099,81918,4610
58150,58642,34780,42891,1943
58150,18390,47156,57578,3138
58150,89470,70849,87341,4867
58160,58642,14907,27956,1783
58160,18390,65000,87220,4526
58170,71100,67794,82767,4169
58180,58642,5475,8479,678
58180,18390,48187,58990,3126
58180,89470,100635,127483,6212
58190,89470,51743,70295,3927
58200,58642,46308,57514,2260
58200,18390,52664,63608,3398
58200,89470,63009,78638,4501
58210,58642,41339,58068,2691
58210,89470,55028,67558,3669
58220,58642,40632,50280,2510
58220,18390,59782,69637,3969
58230,89470,77486,99067,4837
58240,58642,25283,39808,1694
58240,18390,63754,76482,3838
58250,58642,52136,67850,3441
58250,71100,82376,96653,4778
58260,58642,26880,42295,2241
58260,18390,77775,101559,4984
58270,58642,22608,33991,2032
58270,18390,74220,93255,4774
58290,58642,47663,63421,3127
58290,71100,84293,112533,5683
58300,58642,34369,47183,2556
58300,18390,82657,101347,4919
58310,58642,55699,70786,2969
58310,89470,50730,64260,3686
58320,58642,8899,11019,920
58320,18390,47460,57259,3150
58320,89470,89468,116319,5889
58330,58642,27408,38051,2128
58330,18390,75844,87101,4761
58340,58642,38787,50823,3068
58340,18390,90169,110087,5811
58350,58642,30451,41290,1804
58350,18390,59944,63912,3398
58350,89470,66038,82515,4251
58360,58642,55442,77547,4052
58370,58642,62647,81500,4293
58380,58642,43741,68216,2949
58380,18390,88929,104890,5093
58390,58642,35825,55763,2275
58390,18390,77731,92437,4419
58400,58642,19925,26242,1128
58400,18390,45981,48863,2722
58400,89470,80736,99692,5067
58410,58642,49112,63290,3188
58410,89470,48074,57231,3766
58420,58642,39147,49753,2895
58420,89470,63573,79817,4370
58430,58642,64925,83653,4134
58440,58642,53915,59562,2277
58440,18390,54280,63438,3413
58440,89470,61845,71685,3979
58450,58642,60055,66540,2758
58450,89470,59349,69509,3894
58460,58642,50472,68350,3389
58460,89470,45593,62211,3492
58460,18390,78618,90971,4982
